schema_name,source_schema,schema_group_name,data_source,date_aggregation_on,settlement_type,output_process_code,component_count,condition_count,has_getgroupfromschema2,nl_summary,purpose,technical_logic
BillWF,SC00002,Bill Process,Bill_I,DocumentDate,Per LOB Monthly,TT,1,7,False,"Computes 1 components from Bill_I data source, settling Per LOB Monthly.","The 'BillWF' schema is designed to compute 1 components from data sourced via the 'Bill_I' system, specifically for monthly settlements based on LOB (Line of Business) criteria.","This schema aggregates data by the 'DocumentDate', processes it through the output process code 'TT', and includes conditions that manage up to 7 different scenarios. It is configured within the 'Bill Process' group and does not utilize a getgroupfromschema2 function."
AD,SC00002,Bill Process,AD,ForPrdFrom,Per accountcode Monthly,TT,3,10,False,"Computes 6 components from AD data source, settling Per accountcode Monthly and feeds 69 downstream classes. Performs arithmetic transformations across 21 field conditions.",This schema is designed to compute 6 components from AD data source and settle per accountcode monthly. It also feeds 69 downstream classes by performing arithmetic transformations across 21 field conditions.,"The schema aggregates data 'ForPrdFrom' and processes it using the output process code 'TT'. It has a component count of 3, with each component being settled based on the settlement type 'Per accountcode Monthly'. The technical logic involves applying 21 different field conditions to perform arithmetic transformations."
IM,SC00002,Bill Process,IM,ForPrdFrom,Per itemid Monthly,TT,1,13,False,"Computes 2 components from IM data source, settling Per itemid Monthly and feeds 22 downstream classes.",This schema is designed to compute two components from data sourced via the IM system and settle it monthly per item ID. It also feeds 22 downstream classes.,"The schema 'IM' aggregates data based on a 'ForPrdFrom' date, with a settlement type of 'Per itemid Monthly'. It processes data through 1 component and has 13 conditions. The output is processed using the code 'TT', and it integrates with other systems via downstream classes."
VM,SC00002,Bill Process,VM,ForPrdFrom,Per memberid Monthly,TT,1,15,False,"Computes 2 components from VM data source, settling Per memberid Monthly and feeds 13 downstream classes.",This schema is designed to compute two components from VM data source and settle per member ID monthly. It also feeds 13 downstream classes.,"The schema aggregates data 'ForPrdFrom' and processes it using the output process code 'TT'. It includes 15 conditions for conditional processing, has no need for getting group information from schema2, and is intended to handle Per member ID monthly settlements."
ProcessedTDSAmtinGSE,SC00002,Bill Process,VBill,ForPrdFrom,Per senderaccount Monthly,TT,1,15,False,"Computes 1 components from VBill data source, settling Per senderaccount Monthly and feeds 9 downstream classes.",This schema is designed to compute 1 components from VBill data source and settle per senderaccount Monthly. It feeds 9 downstream classes.,"It aggregates the data based on 'ForPrdFrom' date, processes it through output process code TT, considering 15 conditions and has no need for getgroupfromschema2."
ReversalTDS,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,5,14,False,"Aggregates and allocates 5 components from Bill_I data source, settling Per ItemID Monthly and feeds 1 downstream classes. Performs arithmetic transformations across 14 field conditions.","The 'ReversalTDS' schema aggregates and allocates 5 components from the 'Bill_I' data source, settling per ItemID on a monthly basis. It processes arithmetic transformations across 14 field conditions and feeds the results to downstream classes.","This schema is designed to aggregate and allocate data based on specific criteria defined by the 'settlement_type'. It uses the provided 'data_source' (Bill_I) for aggregation, with components counted at 'component_count' (5). The logic involves applying conditions from 'condition_count' (14), ensuring arithmetic transformations are applied correctly. The schema is structured to be grouped using 'has_getgroupfromschema2', and it aggregates data on a 'date_aggregation_on' basis ('ForPrdFrom')."
ReversalProvisionExpAcc,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,8,13,False,"Aggregates and allocates 8 components from Bill_I data source, settling Per ItemID Monthly and feeds 5 downstream classes. Performs arithmetic transformations across 13 field conditions.","This schema is designed to aggregate and allocate data from the Bill_I source for the 'ReversalProvisionExpAcc' component. It aggregates 8 components per month based on ItemID and settles according to a Per ItemID Monthly rule, feeding output to five downstream classes.","It processes data from the Bill_I source, aggregating it into monthly batches (based on date_aggregation_on 'ForPrdFrom'). The schema is configured for Per ItemID Monthly settlement type with 13 condition fields. It uses a total of 8 components and has no getgroupfromschema2 functionality."
ReversalProvision,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,7,14,False,"Aggregates and allocates 7 components from Bill_I data source, settling Per ItemID Monthly. Performs arithmetic transformations across 14 field conditions.","The 'ReversalProvision' schema aggregates and allocates 7 components from the 'Bill_I' data source, settling on a monthly basis per ItemID. It performs arithmetic transformations across 14 field conditions to ensure accurate financial calculations.","This schema is designed to aggregate and allocate data based on the 'ForPrdFrom' date aggregation rule for the 'SC00002' source schema. It operates under a 'Per ItemID Monthly' settlement type, processing 7 components with 14 condition-based field transformations using output process code 'TT'."
ProvisionReversalAccountingJournal,SC00002,Bill Process,#consolidate#,,,,0,1,False,"Computes 0 components from #consolidate# data source, settling  and feeds 1 downstream classes.",This schema is designed to compute and consolidate data from a specific source for accounting purposes within the Bill Process group.,"It aggregates data from the #consolidate# source, processes 1 condition, and outputs components without grouping based on schema. It feeds one downstream class."
ExpAccBill_I,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,5,13,False,"Aggregates and allocates 5 components from Bill_I data source, settling Per ItemID Monthly and feeds 1 downstream classes. Performs arithmetic transformations across 13 field conditions.","This schema aggregates and allocates 5 components from the Bill_I data source, settling per ItemID on a monthly basis. It processes arithmetic transformations across 13 field conditions and feeds the results to downstream classes.","It is designed for aggregating and allocating data based on specific criteria (ItemID) within a monthly timeframe. The schema uses the provided data source 'Bill_I' and applies various transformations as defined by the condition_count, ensuring accurate settlement according to the Per ItemID Monthly type. It utilizes the output_process_code 'TT' to process these operations."
GSTAccBill_I,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,9,11,False,"Aggregates and allocates 9 components from Bill_I data source, settling Per ItemID Monthly and feeds 2 downstream classes. Performs arithmetic transformations across 11 field conditions.","This schema aggregates and allocates 9 components from the Bill_I data source, settling per ItemID on a monthly basis. It processes arithmetic transformations across 11 field conditions and feeds the results to two downstream classes.","It is designed for aggregating and allocating data based on specific criteria (ItemID) within a defined period (monthly). The schema uses the Bill_I data source, applies various transformations as per specified conditions, and outputs the processed data through an output process code 'TT'."
ExpAccBill_I_GST,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,9,15,False,"Aggregates and allocates 9 components from Bill_I data source, settling Per ItemID Monthly and feeds 2 downstream classes. Performs arithmetic transformations across 15 field conditions.","The schema 'ExpAccBill_I_GST' aggregates and allocates 9 components from the Bill_I data source, settling per ItemID on a monthly basis. It processes arithmetic transformations across 15 field conditions and feeds the results to two downstream classes.","This schema is designed to aggregate and allocate data based on specific criteria (ItemID) within the 'Bill_I' data source. It groups components according to the specified settlement type ('Per ItemID Monthly') and applies arithmetic transformations as defined by 15 conditions. The aggregated results are then processed through an output process code 'TT', ensuring that the information is ready for further downstream processing."
TDSAccBill_I,SC00002,Bill Process,Bill_I,ForPrdFrom,Per SectionName Monthly,TT,11,15,False,"Aggregates and allocates 11 components from Bill_I data source, settling Per SectionName Monthly and feeds 2 downstream classes. Performs arithmetic transformations across 15 field conditions.","This schema aggregates and allocates 11 components derived from the Bill_I data source, settling per section name on a monthly basis. It then feeds these allocations to two downstream classes while performing arithmetic transformations across 15 field conditions.","The schema is designed for aggregating and allocating data with specific fields grouped by 'ForPrdFrom' (monthly) from the Bill_I source. It processes 11 components and handles 15 condition-specific operations, all under a monthly settlement type."
ExpAccBill_I_TDS,SC00002,Bill Process,Bill_I,ForPrdFrom,Per ItemID Monthly,TT,6,14,False,"Aggregates and allocates 6 components from Bill_I data source, settling Per ItemID Monthly and feeds 2 downstream classes. Performs arithmetic transformations across 14 field conditions.",The schema 'ExpAccBill_I_TDS' aggregates and allocates 6 components from the Bill_I data source. It settles Per ItemID Monthly and feeds two downstream classes by performing arithmetic transformations across 14 field conditions.,"It processes data from the Bill_I source, aggregating it into a schema named 'ExpAccBill_I_TDS'. The aggregation is done based on the date_aggregation_on attribute set to 'ForPrdFrom', and it settles per ItemID monthly. It involves 14 condition_count field conditions for arithmetic transformations. The output process code TT indicates that this data will be processed further or used in downstream processes."
RoundOffAcc,SC00002,Bill Process,Bill_I,documentdate,Per InterimID Monthly,TT,3,8,False,"Looks up and fetches 3 components from Bill_I data source, settling Per InterimID Monthly. Performs arithmetic transformations across 8 field conditions.",This schema is designed to perform arithmetic transformations and fetches data from the 'Bill_I' source for components related to bill processing. It aggregates data on a per-interim basis and outputs it in a monthly format.,"The schema processes data based on the 'documentdate', aggregating records that match this date. It uses conditions defined by 'condition_count' (8) to perform arithmetic operations across these components, ensuring accurate financial calculations for bill processing."
CrAccBill_I,SC00002,Bill Process,Bill_I,ForPrdFrom,Per Documentnumber Monthly,TT,10,13,False,"Aggregates and allocates 10 components from Bill_I data source, settling Per Documentnumber Monthly. Performs arithmetic transformations across 13 field conditions.","This schema aggregates and allocates 10 components from the Bill_I data source, settling per document number on a monthly basis. It performs arithmetic transformations across 13 field conditions to ensure accurate financial calculations.","The schema is designed for aggregating and allocating data based on the 'ForPrdFrom' date aggregation rule. It processes data through the 'TT' output process code, handling up to 10 components with 13 condition fields, ensuring monthly settlement of Per Documentnumber transactions."
AccountingJournal,SC00002,Bill Process,#consolidate#,,,,0,1,False,"Computes 0 components from #consolidate# data source, settling  and feeds 6 downstream classes.",This schema is designed to compute and consolidate data from a specific source for further processing and distribution.,"The schema 'AccountingJournal' aggregates data from the '#consolidate#' source, with one condition applied. It does not perform date aggregation but has 0 components based on the provided information."
ProvisionReversalCostAllocation,SC00002,Bill Process,Bill_I,ForPrdFrom,Per LOB Monthly,TT,4,9,False,"Aggregates and allocates 4 components from Bill_I data source, settling Per LOB Monthly and feeds 1 downstream classes. Performs arithmetic transformations across 9 field conditions.","This schema is designed to aggregate and allocate cost data from the Bill_I source system. It groups the data by LOB (Line of Business) monthly and processes four components according to specified conditions, ensuring accurate settlement for downstream systems.","The schema aggregates data using 'ForPrdFrom' as the date aggregation criterion, targeting a Per LOB Monthly settlement type. It processes 9 field conditions with arithmetic transformations and includes 4 components from the Bill_I source system."
BillCostAllocation,SC00002,Bill Process,Bill_I,ForPrdFrom,Per LOB Monthly,TT,7,10,False,"Aggregates and allocates 7 components from Bill_I data source, settling Per LOB Monthly and feeds 1 downstream classes. Performs arithmetic transformations across 10 field conditions.","The schema 'BillCostAllocation' aggregates and allocates 7 components from the Bill_I data source. It settles Per LOB Monthly and feeds into downstream classes, performing arithmetic transformations across 10 field conditions.","This schema is designed to aggregate and allocate financial costs for different billing categories (components) based on monthly settlements per business line of operation (LOB). It processes data from the Bill_I source, applying various transformations as defined by the condition_count fields."
AmortizeBill_I,SC00002,Bill Process,Bill_I,ForPrdFrom,Per Itemid Monthly,TT,12,13,False,"Aggregates and allocates 12 components from Bill_I data source, settling Per Itemid Monthly. Performs arithmetic transformations across 13 field conditions.","This schema is designed to aggregate and allocate 12 components derived from the Bill_I data source. It settles the data on a Per Itemid Monthly basis and performs arithmetic transformations across 13 field conditions, ensuring accurate financial calculations.","The schema aggregates data based on 'ForPrdFrom' date aggregation logic and processes it according to the 'Per Itemid Monthly' settlement type. It involves 12 components and handles 13 condition fields through an output process code of 'TT', with no need for a getgroupfromschema2 operation."
PO&IPVsBill,SC00002,Bill Process,PO&IPVsBillRep,Date,Per Source Monthly,TT,36,2,False,"Aggregates 36 components from PO&IPVsBillRep data source, settling Per Source Monthly. Performs arithmetic transformations across 2 field conditions.","This schema aggregates financial data from the PO&IPVsBillRep source to provide monthly settlements per source, performing necessary transformations on 36 components.","It processes data from the specified data source, aggregating and settling it according to the 'Per Source Monthly' type. It applies conditions for arithmetic operations across 2 fields."
ErrorDetection,SC00002,Bill Process,Bill_I,documentdate,Per documentnumber Monthly,TT,7,9,False,"Aggregates 7 components from Bill_I data source, settling Per documentnumber Monthly. Performs arithmetic transformations across 9 field conditions.",The schema 'ErrorDetection' aggregates 7 components from the Bill_I data source and settles per documentnumber on a monthly basis. It performs arithmetic transformations across 9 field conditions.,"This schema is designed to process and aggregate data from the Bill_I source, focusing on aggregating 7 components with specific field conditions settled according to 'Per documentnumber Monthly' logic."
BillHead,SC00002,Bill Process,Bill_H,documentdate,Per interimid Monthly,TT,7,17,False,"Aggregates 7 components from Bill_H data source, settling Per interimid Monthly. Performs arithmetic transformations across 17 field conditions.","This schema aggregates financial data from the Bill_H source, aggregating 7 components and settling per interimid on a monthly basis. It performs arithmetic transformations across 17 field conditions to ensure accurate financial calculations.","It processes data from the 'Bill_H' source with a documentdate for aggregation, applying 17 condition-based transformations to calculate financial values in groups defined by 'intermid'. The output is processed using code TT and includes 7 components."
PO_ItemCalculation,SC00004,PO Validation,PO_I,ForPrdFrom,Per lineid Monthly,TT,13,21,False,"Computes 13 components from PO_I data source, settling Per lineid Monthly and feeds 1 downstream classes. Performs arithmetic transformations across 21 field conditions.","The schema 'PO_ItemCalculation' is designed to compute 13 components from data sourced via 'PO_I'. It aggregates the data on a per-lineid monthly basis and outputs it through an output process code of 'TT', settling the computations accordingly. This ensures that downstream classes receive accurate, aggregated information for further processing.","This schema processes data from the 'PO_I' source to compute 13 components with 21 field conditions. It aggregates this data on a per-lineid monthly basis and outputs it using the specified output process code 'TT'. The aggregation is done based on the date_aggregation_on setting of 'ForPrdFrom', ensuring that the computations are performed correctly according to the provided settings."
CostAllocationMaster,SC00004,PO Validation,CA,ForPrdFrom,Per LOB Monthly,TT,3,8,False,"Computes 10 components from CA data source, settling Per LOB Monthly and feeds 19 downstream classes. Performs arithmetic transformations across 24 field conditions.",The 'CostAllocationMaster' schema is designed to compute 10 components from the CA data source and settle per LOB monthly. It also feeds into 19 downstream classes by performing arithmetic transformations across 24 field conditions.,"This schema aggregates data using a 'ForPrdFrom' date aggregation, processes it with a 'Per LOB Monthly' settlement type, and operates based on 8 condition counts from the CA data source. It utilizes 3 components to achieve its purpose."
POCostAllocation1,SC00004,PO Validation,PO_I,ForPrdFrom,Per LOB Monthly,TT,1,5,False,"Looks up and fetches 1 components from PO_I data source, settling Per LOB Monthly and feeds 4 downstream classes.","This schema is designed to fetch and process data from the PO_I source for cost allocation purposes. It aggregates data 'ForPrdFrom' and settles it monthly per LOB (Line of Business), ensuring that 1 component is fetched and fed into 4 downstream classes.","The schema named 'POCostAllocation1' retrieves information from the 'SC00004' source, specifically designed for PO_I data. It aggregates this data based on a date range specified as 'ForPrdFrom'. The settlement type is set to 'Per LOB Monthly', meaning it processes and distributes the fetched components according to different Line of Business monthly. This schema includes 5 conditions and has no need to fetch groups from the schema directly ('has_getgroupfromschema2' is False)."
TCostAllocationValue,SC00004,PO Validation,PO_I,ForPrdFrom,Per CostAllocationMethod Monthly,TT,1,3,False,"Aggregates 3 components from PO_I data source, settling Per CostAllocationMethod Monthly and feeds 3 downstream classes.",This schema is designed to aggregate three components from PO_I data source and settle per CostAllocationMethod Monthly. It then feeds the aggregated data into three downstream classes.,"The schema aggregates 3 components from the PO_I data source, applies a monthly settlement based on the Per CostAllocationMethod type, and processes this information through 1 component with 3 conditions."
POCostAllocation,SC00004,PO Validation,PO_I,ForPrdFrom,Per LOB Monthly,TT,5,6,False,"Aggregates and allocates 5 components from PO_I data source, settling Per LOB Monthly. Performs arithmetic transformations across 6 field conditions.","This schema is designed to aggregate and allocate cost data from the PO_I source system into a structured format for monthly settlement per LOB (Line of Business). It processes 5 components with arithmetic transformations applied based on 6 conditions, ensuring accurate financial allocations.",The schema aggregates data from the 'PO_I' source system under the 'SC00004' source schema within the 'PO Validation' group. It groups and allocates costs according to the specified settlement type of 'Per LOB Monthly'. The process involves 5 components with arithmetic operations applied based on 6 conditions defined in the schema.
AP,SC00004,PO Validation,AP,ForPrdFrom,Per StrategyName Monthly,TT,1,14,False,"Computes 3 components from AP data source, settling Per StrategyName Monthly and feeds 20 downstream classes. Performs arithmetic transformations across 43 field conditions.",This schema is designed to compute three components from the AP data source and settle monthly per strategy name. It integrates 20 downstream classes and applies arithmetic transformations across 43 field conditions.,"The schema aggregates data 'ForPrdFrom' and processes it using a settlement type of 'Per StrategyName Monthly'. It includes 1 output process code (TT) with 14 condition counts, ensuring that the data is transformed according to specific criteria defined in the schema."
POWF,SC00004,PO Validation,PO_I,DocumentDate,Per LOB Monthly,TT,1,3,False,"Computes 1 components from PO_I data source, settling Per LOB Monthly.",This schema is designed to compute 1 components from PO_I data source and settle per LOB monthly.,"It aggregates the 'DocumentDate' for processing and uses a Per LOB Monthly settlement type with 3 conditions, without requiring a getgroupfromschema2 operation."
IM,SC00026,Cost_Provision_BasedOnGRN&SRN,IM,ForPrdFrom,Per itemid Monthly,TT,1,13,False,"Computes 2 components from IM data source, settling Per itemid Monthly and feeds 22 downstream classes.",This schema is designed to compute two components from data sourced via the IM system. It aggregates data based on a period specified by 'ForPrdFrom' and settles it monthly per itemid. The output feeds into 22 downstream systems.,"The schema processes data from the IM source, aggregating it according to the 'date_aggregation_on' field set as 'ForPrdFrom'. It includes 13 conditions for processing and outputs two components which are then settled monthly per itemid. The results are distributed to 22 downstream systems."
VM,SC00026,Cost_Provision_BasedOnGRN&SRN,VM,ForPrdFrom,Per memberid Monthly,TT,1,12,False,"Computes 2 components from VM data source, settling Per memberid Monthly and feeds 13 downstream classes.","This schema is designed to compute two components from VM data source and settle per member ID on a monthly basis, feeding the results into 13 downstream classes.",The schema aggregates data based on 'ForPrdFrom' date aggregation. It processes data through Per memberid Monthly settlement type and utilizes 12 conditions for conditional processing. The schema is configured to have one component and does not require getting group from schema 2.
G&SRN_BT3H,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3H,Accountingdate,Per SenderAccount Monthly,TT,1,23,False,"Computes 1 components from G&SRNBT3H data source, settling Per SenderAccount Monthly and feeds 3 downstream classes.",This schema is designed to compute 1 components from the G&SRNBT3H data source and settle it monthly per SenderAccount. It also feeds into 3 downstream classes.,"It aggregates data based on the Accountingdate, using Per SenderAccount Monthly settlement type, processes with output_process_code TT, and includes 23 conditions. The schema is grouped under 'Cost_Provision_BasedOnGRN&SRN'."
BT3I,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per itemdescription Monthly,TT,3,21,False,"Computes 3 components from G&SRNBT3I data source, settling Per itemdescription Monthly and feeds 15 downstream classes. Performs arithmetic transformations across 21 field conditions.","This schema is designed to compute 3 components from the G&SRNBT3I data source and settle it on a monthly basis for each item description. It also feeds information to 15 downstream classes, performing arithmetic transformations based on 21 field conditions.","The schema aggregates data 'ForPrdFrom' (likely meaning per period from) into components using the G&SRNBT3I source and applies a monthly settlement type. It processes these components through 21 different condition fields to ensure accurate computations, ultimately feeding results to multiple downstream systems."
G&SRN_BT3I,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per itemdescription Monthly,TT,13,21,False,"Aggregates 13 components from G&SRNBT3I data source, settling Per itemdescription Monthly and feeds 8 downstream classes. Performs arithmetic transformations across 21 field conditions.","This schema is designed to aggregate 13 components from the G&SRNBT3I data source and settle the data on a Per itemdescription Monthly basis. It also processes arithmetic transformations across 21 field conditions, feeding the results into 8 downstream classes.","The schema aggregates data with a component count of 13, sourced from the 'G&SRNBT3I' data source and aggregated based on 'ForPrdFrom'. It settles the data monthly per item description. The technical logic involves applying arithmetic transformations to 21 field conditions."
CostAllocationMaster,SC00026,Cost_Provision_BasedOnGRN&SRN,CA,ForPrdFrom,Per LOB Monthly,TT,3,8,False,"Computes 10 components from CA data source, settling Per LOB Monthly and feeds 19 downstream classes. Performs arithmetic transformations across 24 field conditions.",The 'CostAllocationMaster' schema is designed to compute 10 components from the CA data source and settle per LOB monthly. It also feeds into 19 downstream classes and performs arithmetic transformations across 24 field conditions.,"This schema aggregates data based on a 'ForPrdFrom' date, processes it through the 'TT' output process code, and is grouped by LOB for monthly settlements. It involves 3 components and has 8 conditions that are applied to perform arithmetic operations."
G&SRNCostAllocation1,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per LOB Monthly,TT,1,9,False,"Looks up and fetches 1 components from G&SRNBT3I data source, settling Per LOB Monthly and feeds 4 downstream classes.","This schema is designed to fetch and process data from the G&SRNBT3I source for monthly settlements based on different LOBs. It aggregates data 'ForPrdFrom' and processes 1 component, ensuring that the information is distributed to 4 downstream systems.",The schema is configured to retrieve data from the specified source ('G&SRNBT3I') and aggregate it according to a predefined date field ('ForPrdFrom'). It includes conditions for processing and outputs the relevant components to four different processes ('TT').
TCostAllocationValue,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per CostAllocationMethod Monthly,TT,1,6,False,"Aggregates 3 components from G&SRNBT3I data source, settling Per CostAllocationMethod Monthly and feeds 3 downstream classes.","The row/component is designed to aggregate data from the G&SRNBT3I source for CostAllocationValue schema. It settles monthly based on the cost allocation method and processes 1 component with 6 conditions, feeding the results into 3 downstream classes.","This row represents a process that aggregates data from the specified source (G&SRNBT3I) under the 'Cost_Provision_BasedOnGRN&SRN' schema group. It is configured to aggregate monthly and includes processing for one component with six conditions, ultimately feeding its output into three downstream processes."
AD,SC00026,Cost_Provision_BasedOnGRN&SRN,AD,ForPrdFrom,Per accountcode Monthly,TT,3,11,False,"Computes 6 components from AD data source, settling Per accountcode Monthly and feeds 69 downstream classes. Performs arithmetic transformations across 21 field conditions.",This schema is designed to compute 6 components using data from the AD source. It settles monthly per account code and feeds information to 69 downstream systems. The system performs arithmetic transformations based on 21 field conditions.,"The schema aggregates data 'ForPrdFrom' and processes it according to Per accountcode Monthly settlement type, utilizing a total of 3 components with 21 conditional operations."
ExpAcc,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per ItemID Monthly,TT,7,19,False,"Aggregates 7 components from G&SRNBT3I data source, settling Per ItemID Monthly and feeds 6 downstream classes. Performs arithmetic transformations across 19 field conditions.","This schema aggregates data from the G&SRNBT3I source to calculate costs based on GRNs and SRNs per item ID on a monthly basis. It processes 7 components and settles the output in Per ItemID Monthly format, feeding results to six downstream systems.",It uses the SC00026 schema group from G&SRNBT3I data source to aggregate cost-related information for each item ID across multiple GRNs and SRNs. The aggregation is performed monthly and involves 19 conditional transformations on the component count of 7.
TDSAcc,SC00026,Cost_Provision_BasedOnGRN&SRN,G&SRNBT3I,ForPrdFrom,Per SectionName Monthly,TT,9,19,False,"Aggregates 9 components from G&SRNBT3I data source, settling Per SectionName Monthly and feeds 2 downstream classes. Performs arithmetic transformations across 19 field conditions.","This schema aggregates financial data from G&SRNBT3I for cost provisioning based on GRNs and SRNs, settling the aggregation per section name monthly. It processes 9 components and applies arithmetic transformations to 19 field conditions before feeding the results into two downstream systems.","The schema 'TDSAcc' aggregates data from the source schema 'SC00026', which is a G&SRNBT3I dataset, for cost provisioning. It groups by section names and performs monthly settlements. The aggregation process involves 9 components and includes arithmetic operations on 19 conditions defined in the schema."
